ENCFF486ADH_PTBP1	ENCFF983TGB_PTBP1	ENCFF138XJC_FUS	ENCFF169XEG_FUS	ENCFF020XNK_U2AF2	ENCFF298TSM_U2AF2	ENCFF703PUD_PCBP1	ENCFF793CAH_PCBP1	ENCFF714YYN_SRSF1	ENCFF801DDP_SRSF1	ENCFF078KLK_HNRNPC	ENCFF682EBX_HNRNPC	ENCFF196EOX_HNRNPA1	ENCFF786LGW_HNRNPA1	ENCFF758ALR_HNRNPL	ENCFF888EAZ_HNRNPL
chr14_-_58411907_58411971_58424008_58424095_58427054_58427114	0.95	0.9	0.91	0.92	0.41	0.54	0.9	0.9	0.62	0.81	0.71	0.88	0.91	0.94	0.92	0.92
chr14_-_63421993_63422094_63453689_63453885_63539529_63539689	1	0.94	0.97	0.93	0.34	0.55	0.93	0.95	0.92	0.95	1	0.95	1	1	0.64	0.82
chr14_-_65093708_65093815_65101546_65101572_65102304_65102339	0.27	0.34	0.46	0.59	0.85	0.79	0.26	0.21	0.81	0.81	0.5	0.42	0.65	0.45	0.32	0.38
chr14_-_73297261_73297285_73316390_73316422_73323130_73323204	0.37	0.42	0.52	0.42	0.03	0.08	0.34	0.34	0.36	0.36	0.28	0.57	0.15	0.28	0.27	0.24
chr14_-_73355626_73355766_73366897_73366981_73409937_73410068	0.82	0.78	0.96	0.91	0.9	0.84	0.77	0.87	0.83	0.7	0.94	0.91	0.82	0.84	0.87	0.67
chr14_-_73971852_73971908_73972884_73973024_73973877_73973978	0.99	0.96	0.87	0.93	0.43	0.38	0.92	0.9	0.98	0.99	0.86	0.89	0.96	0.97	0.98	0.97
chr14_-_73974924_73974985_73975936_73976015_73976324_73976412	0.95	0.96	0.93	0.92	0.88	0.88	0.89	0.87	1	1	0.97	0.96	0.93	0.95	1	0.96
chr14_-_74289483_74289519_74290027_74290118_74290291_74290499	0.88	0.81	0.67	0.84	0.21	0.5	0.5	0.7	0.74	0.48	0.64	0.66	0.86	0.78	0.8	0.94
chr14_-_74942706_74942733_74946213_74946275_74946379_74946408	0.55	0.58	0.63	0.66	0.52	0.75	0.52	0.32	0.37	0.42	0.59	0.41	0.43	0.5	0.79	0.74
chr14_-_91465250_91465419_91466261_91466416_91470837_91470995	0.05	0.06	0.14	0.22	0.17	0.06	0.12	0.03	0.06	0.12	0.11	0.21	0.2	0.38	0.15	0.1
chr14_-_92093252_92093318_92093746_92093831_92096093_92096134	0.84	0.92	0.8	0.82	0.48	0.27	0.94	0.76	0.41	0.58	0.89	0.88	0.7	0.76	0.95	1
chr14_-_94380871_94381141_94382592_94383241_94388560_94388589	1	1	1	1	0.99	1	1	1	1	0.98	1	1	1	1	1	1
chr14_-_94443078_94443225_94446331_94446604_94448132_94448260	0.96	0.94	0.97	0.93	0.98	0.88	0.97	0.98	0.69	0.69	0.85	0.87	0.84	0.94	0.95	0.93
chr14_-_100361856_100361921_100369087_100369258_100376260_100376285	0.85	0.86	0.85	0.83	0.25	0.28	0.77	0.83	0.75	0.63	0.72	0.74	0.69	0.68	0.94	0.76
chr15_+_24962114_24962209_24967029_24967152_24967932_24968082	0.06	0.06	0.05	0.06	0.01	0.02	0.06	0.06	0.01	0	0.02	0.02	0.02	0.03	0.05	0.03
chr15_+_25083396_25083527_25085190_25085322_25087467_25087599	0.86	0.88	0.85	0.92	0.86	0.88	0.71	0.81	0.7	0.86	0.8	0.89	0.94	0.88	0.96	0.81
chr15_+_25099145_25099278_25100779_25100890_25103859_25103970	0.34	0.41	0.34	0.2	0.04	0.07	0.29	0.32	0.19	0.18	0.64	0.78	0.33	0.17	0.34	0.57
chr15_+_25103859_25103970_25105700_25105824_25106164_25106294	0.05	0.08	0.01	0.09	0.03	0	0.08	0.07	0.03	0.03	0.12	0	0	0.02	0.03	0.01
chr15_+_34227695_34227846_34228429_34228589_34229753_34229980	0.88	0.9	0.94	0.97	0.98	0.9	0.87	0.91	0.88	0.87	0.89	0.89	0.94	0.9	0.94	0.86
chr15_+_38454154_38454232_38464032_38464177_38465269_38465403	1	0.99	1	0.85	0.98	0.85	0.98	1	0.97	0.93	0.9	1	0.91	0.94	1	0.94
chr15_+_40011281_40011346_40016502_40016672_40017108_40017242	0.85	0.9	0.94	0.95	0.56	0.68	0.86	0.83	0.96	0.94	0.8	0.78	0.97	0.92	0.93	0.89
chr15_+_40030393_40030456_40032169_40032237_40032757_40032801	0.93	0.93	0.89	0.9	0.79	0.62	0.9	0.9	0.95	0.97	0.93	0.93	0.97	0.96	0.88	0.87
chr15_+_40810649_40810757_40812699_40812902_40813338_40813417	0.74	0.83	0.83	0.84	0.93	0.96	0.52	0.69	0.41	0.46	0.45	0.65	0.79	0.76	0.69	0.68
chr15_+_41371527_41371684_41375712_41375828_41377196_41377304	0.91	0.92	0.85	0.9	0.76	0.63	0.88	0.95	0.88	0.89	0.93	0.89	0.9	0.91	0.94	0.92
chr15_+_42515237_42515354_42528262_42528420_42529675_42529804	0.97	0.97	0.97	0.96	0.98	0.99	0.96	0.96	0.94	0.9	0.96	0.89	0.95	0.95	0.95	0.96
chr15_+_42559384_42559408_42560782_42560870_42561270_42561402	0.56	0.37	0.16	0.4	0.07	0.05	0.44	0.21	0.31	0.23	0.47	0.4	0.07	0.19	0.48	0.21
chr15_+_43169593_43169677_43178607_43178711_43181181_43181299	0.77	0.84	0.91	0.81	0.27	0.19	0.85	0.62	0.98	1	0.82	0.95	0.42	0.85	0.75	0.66
chr15_+_43189199_43189280_43190055_43190151_43190325_43190398	0.9	0.98	0.9	0.98	0.77	0.88	0.81	0.97	1	0.83	0.92	0.95	0.79	1	0.9	0.97
chr15_+_43768489_43768597_43769518_43769646_43770250_43770329	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	1
chr15_+_44380864_44380976_44402887_44403054_44413336_44413436	0.54	0.51	0.69	0.76	0.71	0.81	0.48	0.56	0.25	0.28	0.44	0.43	0.57	0.39	0.45	0.57
chr15_+_63061198_63061273_63061713_63061788_63062215_63062277	0.48	0.48	0.05	0.02	0.21	0.11	0.04	0.02	0.01	0.01	0.03	0.05	0.03	0.03	0.11	0.05
chr15_+_63532647_63532707_63533803_63533918_63537025_63537056	0.08	0	0.02	0.07	0.09	0.05	0.02	0.03	0.07	0.18	0.16	0.08	0.07	0.1	0	0.05
chr15_+_69452884_69453020_69453647_69453721_69455170_69455287	0.98	0.99	0.99	0.99	0.96	0.97	0.99	0.99	0.99	0.99	0.99	1	0.99	0.99	0.99	0.99
chr15_+_74620009_74620225_74622120_74622216_74622494_74622509	0.85	0.98	0.96	0.97	0.87	1	0.89	0.91	0.91	0.93	0.83	0.88	0.85	0.94	1	0.97
chr15_+_74896152_74896325_74897011_74897219_74897512_74897957	0.87	0.92	0.8	0.88	0.14	0.21	0.95	1	0.52	0.54	0.63	0.51	0.82	0.92	0.75	0.62
chr15_+_75854386_75854487_75859878_75859982_75868951_75869010	0.52	0.43	0.73	0.82	0.78	0.76	0.8	0.7	0.92	0.93	0.79	0.74	0.56	0.6	0.72	0.54
chr15_+_75903982_75904103_75904491_75904629_75913203_75913290	0.73	0.72	0.37	0.74	0.56	0.67	0.93	1	0.49	0.55	0.93	0.9	0.5	0.7	0.73	0.9
chr15_+_78542177_78542219_78542483_78542645_78544190_78544267	0.96	0.96	0.99	0.98	0.71	0.73	0.98	0.99	0.96	0.96	0.98	0.99	0.95	0.95	0.93	0.98
chr15_+_78545634_78545764_78546575_78546698_78548790_78548820	1	0.97	0.97	0.98	0.76	0.78	0.98	0.99	0.99	0.98	0.97	0.99	0.99	0.98	0.96	0.98
chr15_+_78886144_78886227_78887269_78887349_78890989_78891014	1	0.99	0.99	1	1	0.99	0.99	0.99	0.99	0.99	0.98	1	1	0.99	1	0.98
chr15_+_80059714_80059809_80098416_80098578_80120328_80120404	0.1	0.12	0.08	0.14	0.2	0.13	0.07	0.09	0.17	0.29	0.12	0	0	0.05	0.06	0
chr15_+_80072591_80072647_80098416_80098578_80120328_80120404	0.09	0.2	0.34	0.31	0.57	0.27	0.21	0.4	0.56	0.6	0.2	0.29	0.22	0.2	0.25	0.21
chr15_-_20458233_20458447_20461192_20461342_20462343_20462446	0.96	1	0.89	0.66	0.16	0.12	0.84	0.96	0.9	0.92	1	1	1	0.9	0.86	0.92
chr15_-_20462831_20463001_20466195_20466370_20483403_20483517	0.79	0.78	0.76	0.67	0.16	0.31	0.82	0.64	0.58	0.76	0.33	0.82	0.69	0.53	0.67	0.58
chr15_-_29718893_29719138_29719777_29720016_29720358_29720708	0.43	0.53	0.31	0.26	0.11	0.08	0.67	0.62	0.61	0.69	0.74	0.71	0.28	0.14	0.77	0.56
chr15_-_34551191_34551276_34552895_34553091_34553745_34553956	0.96	0.97	0.94	0.93	0.95	0.97	0.94	0.97	1	0.95	0.95	0.95	0.92	0.95	0.92	0.97
chr15_-_48149197_48149371_48151100_48151171_48151473_48151571	0.44	0.36	0.33	0.65	0.55	0.53	0.29	0.42	0.23	0.23	0.26	0.24	0.64	0.71	0.39	0.56
chr15_-_58640777_58640960_58643886_58643978_58646055_58646204	0.99	0.99	0.93	0.94	0.95	0.86	0.97	0.98	0.96	0.99	0.94	0.9	0.98	1	0.97	0.99
chr15_-_64075492_64075537_64081102_64081151_64088687_64088851	0.7	0.68	0.82	0.81	0.57	0.64	0.78	0.82	0.89	0.89	0.78	0.7	0.75	0.61	0.67	0.68
chr15_-_64365974_64366075_64376743_64376905_64380958_64381038	0.75	0.79	0.73	0.69	0.92	0.81	0.83	0.78	0.53	0.55	0.55	0.54	0.64	0.69	0.6	0.66
chr15_-_66493880_66494552_66495330_66495419_66497642_66497762	0.75	0.64	0.94	0.76	0.31	0.26	0.55	0.76	0.71	0.65	0.8	0.64	0.81	0.63	0.69	0.88
chr15_-_72353068_72353178_72353691_72353737_72355559_72355624	0.98	0.98	0.98	0.96	0.91	0.91	0.93	0.92	0.93	0.95	0.98	0.98	0.9	0.95	0.96	0.99
chr15_-_76292619_76292700_76295591_76295737_76311350_76311392	0.78	0.75	0.78	0.75	0.77	0.75	0.82	0.79	0.76	0.83	0.85	0.84	0.8	0.78	0.56	0.72
chr15_-_82477093_82477123_82477203_82477298_82477394_82477582	0.86	0.57	0.87	0.85	0.83	0.86	0.66	0.58	0.55	0.41	0.56	0.67	0.81	0.84	0.92	0.92
chr15_-_84204426_84204516_84204600_84204691_84204787_84204975	1	0.63	1	0.88	0.87	0.84	0.82	0.76	0.94	0.85	0.71	0.88	1	0.64	0.93	0.89
chr15_-_84670725_84670782_84680713_84680832_84687625_84687774	0.96	0.97	0.98	0.95	0.99	0.92	0.94	0.94	0.98	0.98	0.96	0.93	0.93	0.97	0.96	0.95
chr15_-_84680747_84680832_84687625_84687774_84691535_84691644	0.99	0.99	0.98	0.99	0.92	0.85	0.98	0.98	0.98	0.98	0.97	0.97	0.99	0.97	0.99	0.98
chr15_-_84691535_84691644_84714731_84714866_84716025_84716063	0.06	0.05	0.04	0.05	0.02	0.05	0.06	0.04	0.18	0.15	0.02	0.04	0.07	0.04	0.02	0.04
chr15_-_89317376_89317536_89317939_89318037_89318541_89318749	0.1	0.16	0.22	0.15	0.04	0.1	0.11	0.07	0.05	0.09	0.11	0.21	0.31	0.21	0.08	0.03
chr15_-_101285726_101285801_101286214_101286293_101286908_101287010	0.94	0.84	0.97	0.92	0.93	0.91	0.83	0.84	0.93	0.96	0.89	0.85	0.88	0.89	0.89	0.9
chr15_-_101326381_101326479_101331651_101331689_101331852_101331885	0.48	0.56	0.52	0.49	0.12	0	0.44	0.36	0.48	0.45	0.65	0.73	0.31	0.41	0.45	0.6
chr15_-_101650070_101650161_101651696_101651773_101652271_101652376	0.36	0.39	0.38	0.47	0.64	0.33	0.47	0.38	0.27	0.15	0.44	0.45	0.25	0.42	0.41	0.36
chr16_+_668659_668699_669553_669606_670123_670175	0.95	0.97	0.93	0.95	0.89	0.82	0.91	0.86	0.8	0.87	0.83	0.93	0.91	0.85	0.88	0.88
chr16_+_3065404_3065494_3065781_3065826_3067377_3067415	0.98	0.97	0.82	0.94	0.22	0.19	0.97	0.95	0.91	0.89	0.89	0.86	0.93	0.95	0.98	0.89
chr16_+_3065404_3065494_3065784_3065826_3067377_3067415	1	0.99	0.97	0.99	0.6	0.56	0.99	0.99	0.98	0.97	0.97	0.98	0.99	0.99	0.99	0.97
chr16_+_3067377_3067415_3067554_3067613_3067984_3068010	0.78	0.76	0.7	0.69	0.45	0.49	0.75	0.74	0.69	0.73	0.63	0.63	0.83	0.83	0.69	0.73
chr16_+_3067377_3067415_3067554_3067613_3068180_3068239	0.42	0.31	0.17	0.47	0.75	0.89	0.52	0.49	0.52	0.4	0.4	0.47	0.77	0.71	0.44	0.55
chr16_+_3067377_3067415_3067984_3068010_3068180_3068239	0.95	0.92	0.9	0.92	0.93	0.96	0.87	0.88	0.97	0.95	0.93	0.95	0.98	0.95	0.88	0.91
chr16_+_4450400_4450497_4454811_4454927_4455546_4455951	0.21	0.24	0.21	0.17	0.26	0.18	0.23	0.14	0.26	0.18	0.12	0.14	0.09	0.13	0.2	0.24
chr16_+_4677463_4677572_4680032_4680097_4681550_4681580	0.59	0.61	0.69	0.8	0.2	0.15	0.2	0.34	0.67	0.71	0.79	0.83	0.43	0.48	0.61	0.62
chr16_+_4870888_4870972_4871155_4871301_4872884_4872934	0.78	0.88	0.87	0.86	1	1	0.98	0.93	0.88	0.88	0.94	1	1	0.88	0.65	0.92
chr16_+_8629045_8629110_8635039_8635079_8635168_8635282	0.77	0.79	0.79	0.72	0.07	0.09	0.62	0.75	0.36	0.35	0.81	0.48	0.53	0.55	0.63	0.71
chr16_+_8639107_8639162_8639363_8639676_8641131_8641184	0.05	0.05	0	0.05	0	0.02	0.04	0.08	0.05	0.11	0.05	0.11	0.03	0.11	0.02	0.09
chr16_+_8801799_8801910_8804767_8804843_8806316_8806407	0.92	0.95	0.98	0.96	0.79	0.96	0.99	0.91	0.96	0.99	0.93	1	0.98	0.93	0.91	0.92
chr16_+_8806316_8806407_8811079_8811178_8811638_8811667	0.91	0.93	0.99	0.97	0.94	0.92	0.92	0.87	0.98	0.96	0.91	0.95	0.97	0.98	0.89	0.96
chr16_+_10752610_10752678_10755721_10755753_10756690_10756780	0.92	0.93	0.97	0.96	0.87	1	0.94	0.94	0.98	0.98	0.93	0.96	0.85	0.88	0.95	0.95
chr16_+_14950220_14950255_14950752_14950821_14951615_14951874	0.25	0.1	0.27	0.25	0.06	0.04	0.15	0.14	0.33	0.38	0.34	0.31	0.38	0.25	0.08	0.15
chr16_+_14998343_14998405_15001776_15001856_15004187_15004333	0.92	0.91	0.96	0.94	0.61	0.85	0.88	0.94	0.83	0.8	0.94	0.94	0.93	0.85	0.9	0.88
chr16_+_15650263_15650294_15651953_15652050_15664736_15664861	0.06	0.05	0.04	0.1	0	0	0.03	0.03	0.05	0.04	0	0.05	0.04	0.12	0.04	0.01
chr16_+_16014491_16014628_16016496_16016621_16033109_16033170	0.96	0.95	0.81	0.85	0.97	0.95	0.9	0.8	0.86	0.91	0.8	0.94	1	0.9	1	0.9
chr16_+_16056092_16056295_16068156_16068302_16071642_16071729	0.81	0.91	0.91	0.88	0.85	0.81	0.95	0.93	0.92	0.95	0.9	0.88	0.88	0.95	0.91	0.93
chr16_+_19547955_19548014_19548515_19548600_19551196_19551477	0.29	0.35	0.5	0.52	0.14	0.1	0.16	0.17	0.49	0.27	0.18	0.11	0.17	0.1	0.33	0.29
chr16_+_20899902_20900004_20900298_20900535_20915556_20915714	0.71	0.6	0.33	0.6	1	0.97	0.27	0.18	0.25	0.06	0.64	0.42	0.27	0.37	0.17	0.2
chr16_+_20900491_20900535_20902486_20902717_20915556_20915714	0.04	0.02	0.09	0.18	0.07	0.06	0.16	0.18	0.06	0.06	0.05	0.1	0.09	0.07	0.06	0.1
chr16_+_21599592_21599898_21612645_21612835_21617865_21618009	0.89	0.95	0.87	0.85	0.69	0.76	0.86	0.9	0.91	0.9	0.94	0.9	0.9	0.73	0.94	0.87
chr16_+_24794544_24794719_24795907_24795939_24797490_24797503	0.95	0.93	0.99	1	0.88	0.88	0.72	0.83	0.93	0.98	0.95	0.94	0.97	0.96	0.86	0.94
chr16_+_27344908_27345020_27346467_27346618_27352540_27352696	0.83	0.94	0.91	0.91	0.99	0.97	0.93	0.98	0.88	0.84	0.94	0.92	0.85	0.93	1	0.96
chr16_+_28832205_28832399_28832496_28832567_28832817_28832887	0.96	0.93	1	0.98	0.45	0.58	0.99	0.99	0.94	0.89	0.92	0.96	0.94	0.96	0.97	0.96
chr16_+_28835933_28836122_28836449_28836485_28836728_28836919	0.07	0.04	0.24	0.15	0	0	0.02	0.03	0.17	0.27	0.16	0.06	0.05	0.12	0	0.06
chr16_+_28981470_28981615_28981901_28982056_28982356_28982545	0.97	0.94	0.77	0.77	0.13	0.04	0.9	0.89	0.85	0.9	0.73	0.8	0.9	0.89	0.88	0.81
chr16_+_29996547_29996617_29996808_29996860_30000758_30000812	0.98	0.99	0.98	0.97	0.88	0.9	1	0.96	0.96	0.95	0.87	0.82	1	0.9	0.95	0.96
chr16_+_30082484_30082534_30082746_30082847_30083394_30083567	0.99	0.96	0.98	0.98	0.77	0.81	0.98	0.95	0.97	1	0.97	0.99	0.98	0.98	0.96	0.95
chr16_+_30654230_30654339_30654629_30655214_30655351_30655420	0.97	0.86	0.97	0.92	0.92	0.9	0.92	0.88	0.72	0.94	0.83	0.77	0.98	0.95	0.67	0.61
chr16_+_31700704_31700738_31702535_31702681_31703156_31703363	1	0.74	0.9	0.7	0.58	0.75	0.64	0.78	0.64	0.75	0.88	0.75	0.9	0.76	0.2	0.43
chr16_+_31705890_31706034_31706421_31706454_31706891_31706976	0.1	0.18	0.11	0.1	0	0.07	0.02	0.04	0.15	0.38	0.07	0.12	0.19	0.18	0.13	0.27
chr16_+_31705890_31706034_31706421_31706501_31706891_31706976	0.18	0.09	0.07	0.03	0	0.12	0.04	0	0.23	0.12	0.06	0.05	0.12	0.11	0.2	0.07
chr16_+_47461350_47461426_47463882_47463993_47497399_47497488	0.04	0.14	0.47	0.56	0.33	0.32	0.17	0.24	0.34	0.39	0	0.18	0.56	0.43	0.33	0.13
chr16_+_47461350_47461426_47463899_47463993_47497399_47497488	0.3	0.26	0.65	0.69	0.08	0.05	0.6	0.61	0.57	0.7	0.28	0.28	0.58	0.48	0.33	0.07
chr16_+_47661719_47661800_47663677_47663734_47665942_47666032	1	1	1	0.97	1	0.98	0.99	1	1	1	0.97	1	1	0.98	0.99	1
chr16_+_48252131_48252365_48256610_48256741_48258618_48258740	0.9	0.86	0.86	0.82	0.45	0.54	0.71	0.9	0.94	0.93	0.97	1	0.81	0.82	0.97	0.94
chr16_+_50505945_50506251_50519070_50519178_50522477_50522528	0.69	0.72	0.65	0.71	0.41	0.46	0.69	0.65	0.39	0.3	0.64	0.69	0.7	0.6	0.8	0.83
chr16_+_50608294_50608360_50616049_50616240_50621602_50621708	0.02	0.02	0.03	0.02	0.01	0.01	0.02	0	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.02
chr16_+_56625781_56625879_56626466_56626531_56626880_56627112	0.9	0.94	0.94	0.98	0.87	0.85	0.95	0.94	0.96	0.96	0.98	0.97	0.97	0.94	0.97	0.87
chr16_+_57213888_57213946_57216107_57216173_57216904_57217035	0.96	1	0.99	0.97	0.81	0.9	0.98	0.95	0.98	0.98	1	0.99	0.97	1	1	1
chr16_+_58009929_58010112_58014273_58014326_58017334_58017380	0.99	0.93	0.95	0.91	0.85	0.88	0.95	0.85	0.95	0.97	0.99	1	0.94	0.95	1	0.93
chr16_+_66552569_66552793_66558190_66558348_66563122_66563217	0.58	0.49	0.53	0.51	0.71	0.74	0.61	0.66	0.48	0.4	0.59	0.58	0.54	0.56	0.65	0.66
chr16_+_66552569_66552793_66563122_66563217_66565886_66566072	0.89	0.95	0.95	0.98	0.87	0.71	0.92	0.95	0.91	0.95	1	0.97	1	0.95	0.98	0.95
chr16_+_66558190_66558348_66563122_66563217_66565886_66566072	0.67	0.83	0.82	0.82	0.56	0.45	0.86	0.85	0.91	0.85	0.98	0.98	0.64	0.79	0.85	0.86
chr16_+_68023323_68023351_68025415_68025494_68038006_68038146	0.76	0.64	0.55	0.81	0.67	0.58	0.66	0.74	0.88	0.83	0.83	0.68	0.72	0.87	0.91	0.89
chr16_+_68266602_68266721_68273818_68273904_68274691_68274798	0.22	0.18	0.21	0.17	0.03	0	0.23	0.05	0.19	0.3	0.29	0.56	0	0.18	0.11	0.1
chr16_+_68315897_68316074_68321426_68321462_68324683_68324832	0.69	0.84	0.96	1	0.87	0.85	0.88	0.93	0.97	0.88	0.86	0.79	0.95	0.88	0.76	0.9
chr16_+_69153584_69153680_69154393_69154457_69155871_69155993	0.98	0.99	0.99	0.99	0.85	0.88	1	0.99	0.99	1	0.99	0.99	0.98	0.97	0.96	0.97
chr16_+_70142553_70142686_70143510_70143658_70144421_70144533	0.91	0.96	0.98	0.98	0.96	1	0.93	0.9	0.98	0.89	0.86	0.77	0.97	1	1	0.85
chr16_+_70315969_70316104_70317496_70317588_70324585_70324687	0.98	0.93	0.94	0.93	0.92	0.91	0.96	0.93	0.89	0.87	0.97	0.97	0.97	1	0.97	0.98
chr16_+_71922627_71922680_71923288_71923380_71924769_71924817	0.94	0.93	0.93	0.96	0.94	0.97	0.89	0.88	0.83	0.83	0.93	0.93	0.94	0.92	0.93	0.94
chr16_+_71922627_71922680_71923292_71923380_71924769_71924817	0.2	0.15	0.22	0.3	0.53	0.79	0.24	0.13	0.1	0.07	0.25	0.33	0.46	0.24	0.19	0.29
chr16_+_71923292_71923380_71924769_71924817_71927614_71927838	0.99	0.98	0.99	0.97	0.95	0.97	0.99	0.98	1	0.99	0.99	0.98	0.99	0.98	0.98	0.99
chr16_+_72063229_72063260_72073892_72073977_72074284_72074385	0.99	1	0.94	0.95	0.98	0.95	0.93	0.92	0.94	0.96	0.97	0.99	0.94	0.96	0.95	0.94
chr16_+_84733448_84733503_84740309_84740369_84744633_84744780	1	0.98	1	0.98	0.98	0.97	0.99	0.98	0.95	0.99	0.99	0.96	0.98	0.98	1	0.95
chr16_+_84768267_84768358_84772541_84772685_84775160_84775225	0.99	0.97	0.98	0.95	0.94	0.93	0.99	0.98	0.97	0.99	0.97	0.93	1	0.98	0.97	0.97
chr16_+_88586617_88586684_88587542_88587613_88598178_88598326	0.19	0.17	0.35	0.31	0.27	0.24	0.18	0.15	0.37	0.35	0.36	0.2	0.33	0.37	0.53	0.41
chr16_+_89532581_89532636_89540944_89541384_89544648_89544745	0.11	0.05	0.12	0.1	0.12	0.41	0.18	0.09	0.05	0.03	0.16	0.1	0.14	0.14	0	0.04
chr16_+_89532581_89532636_89540944_89542279_89544648_89544745	0.03	0.05	0.2	0.2	0.05	0	0	0.07	0.12	0.05	0.23	0.29	0.07	0	0.17	0.06
chr16_+_89873668_89873859_89878461_89878627_89883351_89883512	0.1	0.05	0.06	0.13	0.03	0.03	0.13	0.05	0.02	0.03	0.16	0.22	0.05	0.13	0.09	0.1
chr16_+_89885848_89885966_89887652_89887717_89892193_89892247	0.97	0.97	0.99	0.98	0.97	0.97	0.99	0.98	0.98	0.98	0.98	0.96	0.97	0.96	1	1
chr16_+_89892193_89892275_89893728_89893858_89895038_89895137	0.99	0.98	1	0.92	0.88	1	0.94	0.97	0.78	0.93	0.89	0.77	0.93	0.89	0.91	0.78
chr16_+_89948803_89948814_89949417_89949513_89954243_89954376	0.34	0.23	0.06	0.22	0.69	0.41	0.22	0.23	0	0.05	0.11	0.25	0	0.33	0.05	0.06
chr16_+_90032718_90032924_90035633_90035687_90036381_90036586	0.75	0.78	0.78	0.85	0.71	0.72	0.71	0.75	0.78	0.61	0.54	0.79	0.75	0.8	0.64	0.83
chr16_-_112660_112775_117301_117375_119126_119255	0.49	0.52	0.74	0.64	0.66	1	0.68	0.56	0.92	0.71	0.87	1	0.53	0.71	0.28	0.4
chr16_-_208078_208188_208601_208664_220649_220747	0.11	0.13	0.32	0.29	0.05	0.05	0.08	0.11	0.09	0.05	0.52	0.48	0.18	0.09	0.26	0.2
chr16_-_1962061_1962270_1962497_1962656_1962736_1962909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr16_-_2118676_2118845_2119114_2119185_2119307_2119378	0.67	0.67	0.78	0.87	0.67	0.48	0.71	0.69	0.78	0.76	0.54	0.7	0.66	0.62	0.77	0.73
chr16_-_2264315_2264331_2264573_2264760_2268055_2268071	0.65	0.76	0.68	0.68	0.81	0.68	0.46	0.53	0.56	0.48	0.73	0.72	0.76	0.64	0.56	0.69
chr16_-_2772020_2772102_2775451_2775556_2776993_2777127	0.93	0.95	0.97	0.94	0.94	0.98	0.93	0.97	0.95	0.97	0.94	0.95	0.91	0.99	0.95	0.95
chr16_-_4800498_4800578_4801267_4801321_4801503_4801585	0.76	0.98	0.8	0.79	0.81	0.8	0.87	0.64	0.88	0.77	0.52	0.52	0.69	0.78	0.81	0.89
chr16_-_11698134_11698325_11700452_11700564_11721577_11721670	0.79	0.77	0.89	0.9	0.66	0.8	0.81	0.86	0.83	0.94	0.92	0.93	0.86	0.77	0.94	0.91
chr16_-_11721577_11721670_11730645_11730774_11733982_11733999	0.91	0.9	0.9	0.9	0.74	0.88	0.87	0.94	0.86	0.93	0.92	0.95	0.89	0.92	0.88	0.9
chr16_-_11774980_11775013_11776320_11776358_11776452_11776520	0.98	0.95	0.98	0.96	0.61	0.61	0.9	0.91	0.86	0.78	1	1	0.91	0.89	0.9	0.86
chr16_-_14552021_14552095_14554065_14554151_14555654_14555709	0.99	0.95	0.97	0.99	0.88	0.82	0.98	0.92	0.97	0.98	0.89	0.82	0.97	0.9	0.98	0.96
chr16_-_15047855_15047920_15047997_15048099_15055891_15055917	0.3	0.51	0.85	0.77	0.75	0.68	0.81	0.89	0.57	0.59	0.71	0.71	0.6	0.68	0.84	0.78
chr16_-_15086129_15086258_15086365_15086454_15091315_15091371	0.52	0.47	1	0.89	0.17	0.22	0.55	0.53	0.76	0.73	0.88	0.76	0.8	0.91	0.55	0.49
chr16_-_18784738_18784823_18788063_18788142_18788981_18789118	1	1	1	1	0.97	0.98	1	1	1	1	1	1	1	1	1	1
chr16_-_19710509_19710586_19711372_19711440_19714118_19714577	0.91	0.97	0.96	0.99	0.92	0.89	0.81	0.77	0.9	0.86	0.88	0.86	0.8	0.97	0.96	0.95
chr16_-_21839250_21839310_21839940_21840008_21843386_21843412	0	0.09	0.23	0.23	0.13	0.07	0.23	0.16	0	0.17	0.04	0	0.04	0	0.17	0
chr16_-_22349701_22349849_22364902_22365014_22374231_22374437	0.91	0.88	0.88	0.93	0.85	0.78	0.97	0.9	0.94	0.85	0.97	0.89	0.9	0.93	0.95	0.92
chr16_-_24919892_24920260_24927684_24927732_24930784_24931023	0.27	0.32	0.35	0.35	0.29	0.27	0.34	0.29	0.3	0.34	0.31	0.23	0.25	0.27	0.27	0.24
chr16_-_24935470_24935639_24939364_24939597_24941987_24942143	0.89	0.86	0.8	0.76	0.63	0.61	0.95	0.96	0.87	0.71	0.74	0.66	0.79	0.71	0.85	0.53
chr16_-_27225172_27225236_27225726_27225846_27226720_27226836	0.99	1	0.99	0.97	1	0.89	0.99	0.98	1	0.94	1	0.96	1	0.98	0.98	1
chr16_-_27257435_27257581_27268163_27268374_27268706_27268723	0.06	0.04	0.06	0.06	0.14	0.11	0.07	0.06	0.03	0.01	0.08	0.05	0.17	0.03	0.02	0.11
chr16_-_28176058_28176095_28177220_28177332_28180941_28181031	0.93	0.97	0.97	0.94	0.95	0.85	0.92	0.96	0.98	0.94	0.93	0.83	0.95	0.96	0.98	0.97
